,file,status
0,yawning_noglasses1867.jpg,ok
1,glasses_corregido7794.jpg,ok
2,noglasses_corregido11976.jpg,ok
3,sunglasses_corregido8706.jpg,ok
4,yawning_noglasses6204.jpg,ok
5,yawning_glasses4854.jpg,ok
6,glasses_corregido9412.jpg,ok
7,nightglasses_corregido7532.jpg,ok
8,night_noglasses_corregido8317.jpg,ok
9,sunglasses_corregido8697.jpg,ok
10,yawning_glasses933.jpg,ok
11,yawning_noglasses745.jpg,ok
12,noglasses_corregido7362.jpg,ok
13,yawning_noglasses8984.jpg,ok
14,glasses_corregido7405.jpg,ok
15,sunglasses_corregido9239.jpg,ok
16,sunglasses_corregido8702.jpg,ok
17,yawning_sunglasses2524.jpg,ok
18,sunglasses_corregido11543.jpg,ok
19,night_noglasses_corregido11203.jpg,ok
20,sunglasses_corregido7778.jpg,ok
21,noglasses_corregido8469.jpg,ok
22,sunglasses_corregido7590.jpg,ok
23,yawning_nightglasses8881.jpg,ok
24,glasses_corregido11644.jpg,ok
25,yawning_sunglasses7983.jpg,ok
26,yawning_noglasses6769.jpg,ok
27,yawning_night_noglasses5502.jpg,ok
28,yawning_noglasses7906.jpg,ok
29,night_noglasses_corregido8331.jpg,ok
30,yawning_night_noglasses4978.jpg,ok
31,nightglasses_corregido10201.jpg,ok
32,glasses_corregido11705.jpg,ok
33,yawning_nightglasses3319.jpg,ok
34,nightglasses_corregido10766.jpg,ok
35,glasses_corregido7406.jpg,ok
36,noglasses_corregido7578.jpg,ok
37,night_noglasses_corregido7892.jpg,ok
38,sunglasses_corregido8037.jpg,ok
39,yawning_night_noglasses5474.jpg,ok
40,yawning_nightglasses8329.jpg,ok
41,yawning_sunglasses2479.jpg,ok
42,yawning_glasses7559.jpg,ok
43,yawning_night_noglasses3793.jpg,ok
44,yawning_glasses1489.jpg,ok
45,yawning_noglasses752.jpg,ok
46,noglasses_corregido7841.jpg,ok
47,sunglasses_corregido9303.jpg,ok
48,yawning_sunglasses8037.jpg,ok
49,yawning_glasses5904.jpg,ok
50,yawning_noglasses9058.jpg,ok
51,yawning_night_noglasses8257.jpg,ok
52,noglasses_corregido7758.jpg,ok
53,yawning_glasses4267.jpg,ok
54,sunglasses_corregido7919.jpg,ok
55,nightglasses_corregido7747.jpg,ok
56,yawning_glasses8711.jpg,ok
57,yawning_sunglasses3059.jpg,ok
58,yawning_sunglasses5817.jpg,ok
59,yawning_glasses5934.jpg,ok
60,nightglasses_corregido11322.jpg,ok
61,yawning_noglasses6244.jpg,ok
62,sunglasses_corregido11034.jpg,ok
63,night_noglasses_corregido8332.jpg,ok
64,night_noglasses_corregido10658.jpg,ok
65,yawning_night_noglasses1071.jpg,ok
66,yawning_noglasses6216.jpg,ok
67,yawning_night_noglasses1656.jpg,ok
68,yawning_sunglasses9644.jpg,ok
69,yawning_nightglasses5588.jpg,ok
70,yawning_glasses9297.jpg,ok
71,yawning_glasses8135.jpg,ok
72,yawning_glasses7049.jpg,ok
73,nightglasses_corregido8217.jpg,ok
74,yawning_noglasses8475.jpg,ok
75,yawning_nightglasses6089.jpg,ok
76,noglasses_corregido9132.jpg,ok
77,yawning_sunglasses3016.jpg,ok
78,yawning_sunglasses4752.jpg,ok
79,sunglasses_corregido8151.jpg,ok
80,yawning_glasses7610.jpg,ok
81,nightglasses_corregido7824.jpg,ok
82,glasses_corregido11702.jpg,ok
83,yawning_night_noglasses7742.jpg,ok
84,noglasses_corregido11468.jpg,ok
85,sunglasses_corregido12034.jpg,ok
86,glasses_corregido12148.jpg,ok
87,noglasses_corregido7355.jpg,ok
88,nightglasses_corregido7645.jpg,ok
89,yawning_night_noglasses1637.jpg,ok
90,sunglasses_corregido7940.jpg,ok
91,night_noglasses_corregido7634.jpg,ok
92,yawning_glasses8112.jpg,ok
93,yawning_sunglasses5257.jpg,ok
94,yawning_noglasses9039.jpg,ok
95,yawning_noglasses8466.jpg,ok
96,yawning_glasses8157.jpg,ok
97,yawning_glasses9878.jpg,ok
98,noglasses_corregido7767.jpg,ok
99,yawning_glasses3662.jpg,ok
100,yawning_sunglasses2533.jpg,ok
101,yawning_sunglasses845.jpg,ok
102,night_noglasses_corregido8204.jpg,ok
103,glasses_corregido9410.jpg,ok
104,sunglasses_corregido10436.jpg,ok
105,night_noglasses_corregido8201.jpg,ok
106,sunglasses_corregido11483.jpg,ok
107,yawning_noglasses4612.jpg,ok
108,sunglasses_corregido11021.jpg,ok
109,yawning_noglasses9004.jpg,ok
110,yawning_glasses4228.jpg,ok
111,noglasses_corregido10305.jpg,ok
112,yawning_sunglasses5259.jpg,ok
113,glasses_corregido7963.jpg,ok
114,yawning_night_noglasses7728.jpg,ok
115,yawning_night_noglasses1070.jpg,ok
116,yawning_night_noglasses1088.jpg,ok
117,yawning_night_noglasses8286.jpg,ok
118,nightglasses_corregido7828.jpg,ok
119,sunglasses_corregido7685.jpg,ok
120,nightglasses_corregido8947.jpg,ok
121,yawning_glasses9343.jpg,ok
122,yawning_noglasses8966.jpg,ok
123,night_noglasses_corregido11202.jpg,ok
124,yawning_noglasses3938.jpg,ok
125,yawning_noglasses3430.jpg,ok
126,yawning_glasses8717.jpg,ok
127,yawning_glasses2101.jpg,ok
128,yawning_night_noglasses9375.jpg,ok
129,nightglasses_corregido7327.jpg,ok
130,yawning_glasses6547.jpg,ok
131,nightglasses_corregido11841.jpg,ok
132,yawning_sunglasses8640.jpg,ok
133,glasses_corregido8052.jpg,ok
134,yawning_glasses2619.jpg,ok
135,sunglasses_corregido8046.jpg,ok
136,yawning_night_noglasses8837.jpg,ok
137,yawning_sunglasses5842.jpg,ok
138,yawning_noglasses6155.jpg,ok
139,sunglasses_corregido12026.jpg,ok
140,sunglasses_corregido8133.jpg,ok
141,yawning_nightglasses8919.jpg,ok
142,yawning_nightglasses8887.jpg,ok
143,sunglasses_corregido11541.jpg,ok
144,yawning_noglasses9037.jpg,ok
145,noglasses_corregido8522.jpg,ok
146,glasses_corregido11696.jpg,ok
147,sunglasses_corregido7869.jpg,ok
148,glasses_corregido12071.jpg,ok
149,noglasses_corregido7568.jpg,ok
150,yawning_noglasses1199.jpg,ok
151,yawning_noglasses8498.jpg,ok
152,noglasses_corregido8013.jpg,ok
153,sunglasses_corregido7606.jpg,ok
154,noglasses_corregido9130.jpg,ok
155,yawning_glasses2578.jpg,ok
156,night_noglasses_corregido7445.jpg,ok
157,yawning_noglasses8947.jpg,ok
158,yawning_night_noglasses8850.jpg,ok
159,yawning_noglasses8963.jpg,ok
160,noglasses_corregido7549.jpg,ok
161,yawning_glasses2051.jpg,ok
162,glasses_corregido11690.jpg,ok
163,yawning_night_noglasses7204.jpg,ok
164,yawning_noglasses6820.jpg,ok
165,glasses_corregido10613.jpg,ok
166,yawning_glasses9801.jpg,ok
167,yawning_noglasses6265.jpg,ok
168,yawning_nightglasses2228.jpg,ok
169,yawning_nightglasses4989.jpg,ok
170,glasses_corregido8732.jpg,ok
171,yawning_night_noglasses7699.jpg,ok
172,nightglasses_corregido7528.jpg,ok
